,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Fabp1,0,1.96614801044394,1,0.993,0
Ttr,3.04079931713486e-295,1.33561366859152,1,0.987,4.99116799914516e-291
Prdx1,9.37487982537874e-295,2.01935333197497,1,0.998,1.53879277453767e-290
Apoa2,3.87024496158709e-285,1.23107454038137,1,0.988,6.35262007994904e-281
Apoc1,2.21343418538773e-278,1.06757297648309,1,0.99,3.63313087189542e-274
Ftl1,6.50159625495886e-272,1.28217008682796,1,1,1.06717200928895e-267
Cyb5a,9.70514826039595e-260,1.88068135513639,0.996,0.98,1.59300303546139e-255
Apoa1,2.8470090884012e-254,1.36424065918538,1,0.985,4.67308071770174e-250
Dbi,5.95450181712031e-254,1.58351041643364,1,0.994,9.77371928262127e-250
Chchd10,7.44615866537268e-252,1.85462727806059,0.993,0.951,1.22221248333427e-247
Ubb,5.99664294396246e-250,3.43286015922447,0.884,0.358,9.84288972821998e-246
Ass1,1.85592655429805e-246,1.85983300176114,0.996,0.98,3.04631784622482e-242
Gstp2,1.86541687480074e-236,3.07368221728544,0.935,0.675,3.06189525829794e-232
Apoc3,2.31127605764462e-234,1.08363195002908,0.999,0.986,3.79372852101787e-230
Ndufa4,3.38383278766996e-227,1.68289915535799,0.979,0.971,5.55422313768148e-223
Ddt,6.05351742368458e-212,2.05073379954381,0.933,0.889,9.93624349923586e-208
Aldob,4.28266242665519e-208,1.29328635768158,1,0.986,7.02956210711182e-204
Mup3,1.34230490639912e-204,1.11761511578099,1,0.987,2.20325927336352e-200
Uqcrb,1.22058885121242e-188,2.38497396780643,0.888,0.758,2.00347454038006e-184
Fbp1,2.42863088622138e-186,1.59591780221981,0.952,0.958,3.98635473664377e-182
Wfdc21,2.58844393374746e-184,1.33227716562406,0.986,0.965,4.24867187285308e-180
Cox6b1,2.09450915256362e-180,1.93150053029613,0.914,0.881,3.43792732301793e-176
Gsta3,5.27786067724241e-180,1.61170851135054,0.95,0.939,8.66308051562569e-176
Atp5j,9.69389253591957e-169,1.65218010123648,0.925,0.929,1.59115552084584e-164
Hrsp12,4.98766973984596e-164,1.58388052822241,0.932,0.959,8.18676111098316e-160
Ttc36,1.06380273536133e-163,1.42903913436278,0.946,0.962,1.74612580982209e-159
Eif1,1.20139573243681e-161,1.55337295727019,0.938,0.961,1.97197095522179e-157
Bhmt,6.33821685427569e-159,1.15037203355345,0.996,0.982,1.04035491446081e-154
Akr1c6,9.39768028263657e-157,1.89689473213488,0.912,0.878,1.54253524159197e-152
Atp5j2,3.38693244211311e-156,1.70219696757503,0.899,0.881,5.55931091048446e-152
Ifitm3,1.76029345931268e-140,1.55509194916484,0.891,0.929,2.88934568411582e-136
Acaa1b,6.68096222061324e-139,1.39847150968519,0.953,0.96,1.09661313889146e-134
Fabp2,4.94166245193271e-136,2.94842280929419,0.755,0.492,8.11124474860235e-132
Rps2,1.24995285078638e-135,1.48251168284562,0.901,0.936,2.05167260928076e-131
Hist1h2bc,1.60968696170082e-133,2.53444779029401,0.783,0.622,2.64214017893573e-129
Etfb,1.45988952333566e-130,2.00312424902129,0.822,0.796,2.39626266360315e-126
Nme2,2.74255457870899e-128,1.64827636071238,0.868,0.886,4.50162908549293e-124
Rps6,7.02012712055102e-126,1.55686184745404,0.867,0.882,1.15228366556724e-121
Acaa2,1.45774873747522e-125,1.55244211745303,0.87,0.914,2.39274877769182e-121
Arg1,7.53145977253113e-117,1.2463755393796,0.904,0.96,1.23621380706326e-112
Gstm1,1.7042826133247e-115,1.50625287886331,0.918,0.949,2.79740948151117e-111
Car3,8.44165804762277e-115,1.24889562612258,0.987,0.966,1.3856137519368e-110
Ppia,3.44880402690115e-114,1.73327826372834,0.819,0.834,5.66086692975554e-110
Gstp1,1.8159090286288e-113,2.14575783840196,0.84,0.673,2.98063307959131e-109
Cox7b,2.58914302924174e-113,1.8191934559688,0.805,0.8,4.24981936819739e-109
Mdh1,7.46157559265238e-110,1.48661233115058,0.836,0.896,1.22474301777796e-105
Cdo1,3.33950038226033e-108,1.11980843343529,0.928,0.967,5.4814559274421e-104
Hpd,1.07016862526647e-107,1.06444646254485,0.952,0.983,1.75657478151238e-103
Aldh2,1.06324450158843e-106,1.20939576390271,0.928,0.973,1.74520952490725e-102
Cox5b,2.57514248801494e-97,1.53691425127662,0.8,0.86,4.22683887982772e-93
Rpl36al,9.1555676767967e-94,1.43740258473774,0.814,0.863,1.50279487846941e-89
Rpl10,1.2621556912524e-93,1.04935054768877,0.926,0.986,2.07170235162169e-89
Hspa8,1.08028215662696e-89,1.45712892988712,0.851,0.911,1.77317513188749e-85
Atp5h,9.8753226894038e-89,1.74091882658853,0.765,0.797,1.62093546623874e-84
Cox5a,1.04880070475829e-88,1.35364880180233,0.817,0.882,1.72150147679025e-84
Rpl17,1.11485320975129e-87,1.63354508460951,0.773,0.784,1.82992005848577e-83
Gapdh,1.59381313477213e-85,1.36527687450782,0.812,0.913,2.61608487941497e-81
Gnmt,3.99034369813512e-85,1.02759343461802,0.959,0.978,6.54975014611899e-81
Oaz1,3.67448160983168e-84,1.08273645640818,0.863,0.962,6.03129411437771e-80
Msrb1,1.837751961824e-83,1.39706825356049,0.807,0.903,3.01648607013791e-79
Txn1,5.91589103728217e-83,2.15823037860228,0.698,0.604,9.71034354859495e-79
Ech1,1.34572243810343e-82,2.27292901904279,0.698,0.6,2.20886880990297e-78
2010107E04Rik,6.11003757051709e-81,1.27641742397347,0.812,0.88,1.00290156682468e-76
Atp5l,2.33121990624629e-80,1.02766656957386,0.881,0.972,3.82646435411267e-76
Rgn,2.96982341070775e-80,1.73822123115007,0.762,0.533,4.87466814633571e-76
Urah,7.29553828137262e-77,1.4463484924409,0.771,0.843,1.1974896535045e-72
Mup21,2.02289108870691e-73,2.06944901094166,0.67,0.454,3.32037343300352e-69
Mpc1,3.38362545889941e-73,1.44949599163134,0.761,0.838,5.55388282823749e-69
S100a10,3.688958032464e-72,2.39862271477456,0.652,0.528,6.05505571448641e-68
Atp5b,2.52671508318332e-71,1.06894261249642,0.834,0.955,4.14735013753711e-67
Prdx5,8.17425366429263e-71,2.09572387533347,0.667,0.581,1.34172199645699e-66
Rpl23a,1.91343749013178e-70,1.29068098671281,0.783,0.852,3.14071629630231e-66
Hsd17b10,8.95069879590449e-68,2.67024694040939,0.582,0.389,1.46916770035976e-63
Hspe1,2.00065808072507e-65,1.3309986234141,0.762,0.843,3.28388017370214e-61
Hint1,1.40699192127951e-63,1.17007214731632,0.795,0.883,2.30943653958819e-59
Slc25a5,9.3742918390967e-62,1.3744081574247,0.751,0.864,1.53869626246933e-57
Ndufb2,9.05849440758857e-61,2.06883247942817,0.633,0.539,1.48686127206159e-56
Angptl3,3.43022883118114e-59,1.66103733584379,0.695,0.735,5.63037760350072e-55
Mpc2,2.30978690304505e-58,1.29329127085912,0.745,0.842,3.79128422265814e-54
Atp5d,1.27613633641005e-57,1.13530265719847,0.771,0.9,2.09465018258346e-53
Cycs,2.64698230499967e-57,1.52274682975091,0.715,0.8,4.34475675542645e-53
Edf1,4.07939595223567e-56,1.88841881873207,0.661,0.655,6.69592051599964e-52
Gm1821.1,6.86921202725266e-54,3.96382939880956,0.229,0.038,1.12751246215325e-49
Ifi27,1.25803106786627e-53,2.68673130385396,0.492,0.281,2.06493219479569e-49
Acat1,3.08848486793924e-53,2.05696746273425,0.636,0.603,5.06943906223546e-49
Park7,6.42474970010873e-53,1.45369200084529,0.711,0.797,1.05455841577585e-48
Glyat,1.0361340082809e-51,2.41730458936147,0.565,0.436,1.70071036119227e-47
Psmb3,5.19061166031532e-51,2.60297607869745,0.51,0.328,8.51986997924156e-47
Pecr,6.34557295755471e-49,2.17131001067029,0.603,0.564,1.04156234525303e-44
Ubc,7.17873894748205e-49,1.01276811639311,0.822,0.951,1.1783182108397e-44
Atox1,1.04405617008106e-48,1.0245041344298,0.788,0.907,1.71371379757105e-44
Rarres2,1.91817820400835e-47,1.03335029044846,0.772,0.901,3.1484977040593e-43
Mif,3.06970427923684e-47,1.70720972581221,0.644,0.664,5.03861260393934e-43
Tst,3.75301177960735e-47,2.12934811240635,0.592,0.528,6.16019353504751e-43
Rpl15,1.36726657239613e-46,1.12490445568653,0.732,0.843,2.244231351931e-42
Pfn1,2.62210491197924e-46,1.41641304809845,0.693,0.775,4.30392300252273e-42
Rpl14,1.49244332962365e-45,1.18166179674345,0.727,0.851,2.44969648124426e-41
Psmb5,5.11951915751387e-45,2.62245815940991,0.462,0.277,8.40317874514327e-41
Rpl24,2.52638047723137e-44,1.01790567179012,0.786,0.919,4.14680091532757e-40
Hagh,2.08312009607255e-42,1.63005915352409,0.636,0.663,3.41923332569348e-38
Hgd,4.61020565076982e-42,1.58944975976493,0.659,0.717,7.56719155517358e-38
Mup4,2.31680446387058e-41,3.18910153562655,0.354,0.16,3.80280284699717e-37
Ndufs6,2.34381763488824e-41,1.23536487106442,0.701,0.815,3.84714226590556e-37
Eci1,3.43583847597447e-41,2.64316365133591,0.463,0.301,5.6395852744645e-37
Ifitm2,4.12685530346722e-41,1.31244491243882,0.591,0.533,6.77382029511109e-37
Rps7,2.71045906486815e-40,1.11550867920822,0.72,0.861,4.44894750907458e-36
Leap2,2.31660223735773e-39,1.26619258459523,0.691,0.799,3.80247091239898e-35
Gm12338,4.9236011229376e-38,1.54965360709091,0.646,0.689,8.08159888318978e-34
2410015M20Rik,2.07400674569142e-37,1.69847486801964,0.612,0.647,3.4042746723779e-33
Mup5,2.88753235258444e-37,3.56895349024859,0.279,0.102,4.73959560353211e-33
Glul,5.26632556416114e-37,3.55091119395525,0.28,0.103,8.6441467810141e-33
BC002163,5.70328759119423e-37,2.28809645887842,0.484,0.354,9.3613762521862e-33
Inmt,5.88023574764717e-37,1.53618199337804,0.649,0.724,9.65181895618807e-33
Dhrs4,2.85053323335104e-36,2.0592019085713,0.542,0.478,4.6788652492224e-32
Ndufb4,3.66377615915651e-36,1.85050194495648,0.591,0.592,6.0137221876395e-32
Esd,1.72119556912548e-34,1.78181239490744,0.582,0.597,2.82517040716257e-30
Pxmp2,3.6862621196413e-34,1.88090164413989,0.578,0.582,6.05063064317922e-30
Uqcrfs1,1.7912415526719e-33,1.4011542279431,0.64,0.743,2.94014388455566e-29
Psmb1,1.27630449350141e-32,2.1512319052586,0.5,0.409,2.09492619563321e-28
Ndufs3,1.45834135656915e-32,2.14151319129695,0.507,0.43,2.39372150267261e-28
Psma7,3.79487973606422e-32,1.92798138954675,0.541,0.498,6.22891559877581e-28
Ndufab1,6.22253444938608e-32,2.34337515738089,0.469,0.361,1.02136680452223e-27
Oat,6.73268123335813e-32,2.85512306768783,0.416,0.274,1.1051022976434e-27
Ndufb11,2.94655242318287e-31,1.24513437291078,0.656,0.769,4.83647114741237e-27
Ndufa5,5.14977769429529e-31,1.67698492862689,0.584,0.621,8.45284510741629e-27
Fitm1,7.46058671707106e-31,3.54380362383216,0.242,0.088,1.22458070374004e-26
Adh5,8.31981555585239e-31,1.93871989301653,0.533,0.499,1.36561452533761e-26
Pomp,1.8164884723803e-30,1.71389954450989,0.584,0.601,2.98158417856503e-26
Psmb2,1.93899063346008e-29,2.46808266838565,0.421,0.291,3.18265922576138e-25
Ndufb6,2.86231744830199e-28,1.87619713586989,0.55,0.565,4.69820785964289e-24
Akr1a1,3.83327584072793e-28,1.32220311096941,0.636,0.769,6.29193896497082e-24
Cyp2c29,1.17109895901969e-27,2.08066402658973,0.286,0.126,1.92224183133493e-23
Nop10,1.67483710865093e-27,1.60423728860925,0.572,0.591,2.74907763013964e-23
Rpl3,2.1166397417991e-27,1.07348400950155,0.657,0.791,3.47425247218905e-23
Atp5c1,3.43620928155838e-27,1.15344636236728,0.633,0.762,5.64019391474993e-23
Atp5o,9.2652108219295e-27,1.43985418848355,0.602,0.7,1.52079170431151e-22
Eif5a,1.54522665997958e-26,1.24783767588392,0.63,0.779,2.53633503969048e-22
Ndufv2,3.51171603100972e-26,1.93438252275792,0.494,0.448,5.76413069329935e-22
Polr2l,1.24776299469149e-25,1.00023187467076,0.684,0.825,2.04807817948662e-21
Eif4a1,1.70476581548409e-25,1.33685177885934,0.61,0.716,2.79820260953558e-21
Sdhb,8.08650325586776e-25,1.45284693401226,0.579,0.65,1.32731864441813e-20
Sult2a8,1.16869311254327e-24,1.11009593723587,0.678,0.643,1.91829287492853e-20
Psmb6,2.27100155347558e-24,1.8873354916634,0.496,0.463,3.72762194987482e-20
Sec61b,3.05945270838512e-24,1.13427526646751,0.649,0.773,5.02178567554333e-20
S100a1,5.96063913544272e-24,1.29434635673329,0.612,0.732,9.78379307691568e-20
Naca,7.35204899153987e-24,1.18769164267225,0.633,0.776,1.20676532147135e-19
Ndufa7,1.5427177915713e-23,1.03483667375118,0.671,0.852,2.53221698308514e-19
Gabarap,3.09063729663901e-22,1.01786241921814,0.646,0.829,5.07297205870327e-18
Ndufa8,5.57740530759789e-22,1.85675524085353,0.484,0.447,9.15475307189117e-18
Tmem256,6.27791096119837e-22,1.02202527515865,0.67,0.848,1.0304563051711e-17
Ndufs7,7.2558334833472e-22,2.04155628397369,0.436,0.364,1.19097250795661e-17
Ndufb10,1.91163168922357e-21,1.22752990172995,0.609,0.749,3.13775225469157e-17
Mup1,2.06106044342039e-21,1.58691580832209,0.555,0.566,3.38302461183023e-17
0610011F06Rik,1.2367618665426e-19,1.88040732558181,0.48,0.47,2.03002092774302e-15
Rpl4,5.14396706053598e-19,1.04740830638467,0.623,0.796,8.44330753316375e-15
Ndufa12,6.09041102339098e-19,1.82268709735128,0.482,0.478,9.99680065379395e-15
Mup9,8.71998888391397e-19,2.98840048358006,0.251,0.136,1.43129897540564e-14
Bphl,9.47986681846892e-19,1.67240827059184,0.514,0.552,1.55602533958349e-14
Aldh7a1,2.16340982257665e-18,1.37451981348609,0.575,0.709,3.55102088277731e-14
Acot13,6.20352773053768e-18,2.39406044391425,0.323,0.219,1.01824704169045e-13
Ugp2,7.04516098699006e-18,1.14393447149271,0.632,0.783,1.15639272440455e-13
Cyp2e1,7.73252015721611e-18,1.7971872715042,0.337,0.217,1.26921585860545e-13
Ndufc1,6.60555001993266e-17,1.17386487807252,0.602,0.759,1.08423498027175e-12
Psmc4,9.43545091777142e-17,2.73996606375588,0.249,0.142,1.548734913643e-12
Psma3,1.3994705430423e-16,1.81459377765588,0.462,0.458,2.29709094934963e-12
Suclg1,5.18427814391861e-16,1.39278613054925,0.547,0.661,8.509474145428e-12
Ndufb7,6.56945776114848e-16,1.14325335115772,0.568,0.689,1.07831079691491e-11
Lgals1,5.62758125265416e-15,2.16818912697309,0.234,0.13,9.23711186810653e-11
Sds,6.1098183201038e-15,1.48143220347842,0.528,0.605,1.00286557906184e-10
Cmbl,1.72920384716693e-14,2.05291969377426,0.408,0.376,2.8383151947398e-10
Ndufb8,2.52294690052982e-14,1.21794362992266,0.565,0.69,4.14116504252964e-10
Iah1,8.65174715846304e-14,1.82456148377018,0.425,0.413,1.42009777859012e-09
Blvrb,3.35601289961051e-13,2.23649235600597,0.331,0.262,5.50855957342069e-09
Cisd1,9.61644212628192e-13,1.0243847237722,0.606,0.821,1.57844281060791e-08
Dnajc19,1.42900984810485e-12,1.4121015564999,0.508,0.593,2.34557676467929e-08
Psma2,2.25784533527201e-12,2.00630855777708,0.363,0.315,3.70602733331548e-08
Tuba4a,2.98629521234435e-12,1.78733227878065,0.433,0.442,4.90170496154201e-08
Hint2,6.02471333624737e-11,1.29500312920295,0.525,0.648,9.88896447011643e-07
Gstt1,6.25351297673311e-11,1.65154834555894,0.449,0.493,1.02645162000097e-06
Ndufa10,6.39846113988148e-11,1.99221994440769,0.36,0.327,1.05024341150015e-06
Fah,1.31251519536063e-10,1.02844861834864,0.572,0.759,2.15436244166493e-06
Ndufa11,1.42168934449115e-10,1.5571079027374,0.47,0.542,2.33356089004778e-06
Ndufb5,1.59275819395436e-10,1.20037166364648,0.545,0.7,2.61435329955669e-06
Hadh,2.08099579540233e-10,1.31785083581129,0.521,0.662,3.41574649857339e-06
Fh1,2.56726429966541e-10,2.18338621248734,0.302,0.244,4.21390762147081e-06
Timm13,2.83101735844377e-10,1.30545975266588,0.517,0.626,4.64683189214961e-06
Grpel1,3.84095161255157e-10,1.60069706033253,0.428,0.455,6.30453797684214e-06
Cope,6.75961315514655e-10,1.92122646310701,0.354,0.325,1.10952290328576e-05
Pebp1,7.0267824450042e-10,1.31459503782634,0.53,0.69,1.15337607052299e-05
Arf5,7.19170380861452e-10,1.34953777124196,0.483,0.566,1.18044626314599e-05
Alad,1.45008785885479e-09,1.93604640030204,0.371,0.362,2.38017421152425e-05
Dad1,1.61290728325371e-09,1.30241087500552,0.506,0.619,2.64742601473265e-05
Upb1,1.87692702408387e-09,1.69081369140127,0.436,0.488,3.08078801733126e-05
Swi5,2.43905316909225e-09,1.32635150247587,0.504,0.642,4.00346187174803e-05
Psmb7,6.32228568164723e-09,2.02390285713417,0.32,0.283,0.000103773997178558
Cbr1,6.88720204763349e-09,2.31055075822592,0.224,0.157,0.000113046534409856
Aspdh,7.83732084830513e-09,1.96907541788982,0.324,0.289,0.00012864178440408
Ubl5,1.34049868337273e-08,1.31173999780779,0.487,0.591,0.000220029453888799
Ccs,4.47128607774973e-08,1.74198679057668,0.415,0.456,0.000733916896801841
Grhpr,4.55987151688025e-08,1.26753732931992,0.493,0.619,0.000748457310780724
Ndufs4,4.98408309144689e-08,1.97329527654846,0.33,0.305,0.000818087398630093
Higd1a,6.1864921122034e-08,1.23194476956017,0.496,0.63,0.00101545081529707
Atp6v1f,1.75987695011914e-07,1.60446034837675,0.391,0.416,0.00288866202592555
Hamp2,3.73852651221384e-07,1.4311680133662,0.271,0.212,0.0061364174171478
Mrps14,4.41940505901351e-07,1.709398890822,0.364,0.371,0.00725401146386477
Rnaseh2c,4.54011000342661e-07,1.92847423239435,0.271,0.228,0.00745213655962444
1110001J03Rik,4.93128883755219e-07,1.67077460428421,0.38,0.402,0.00809421749795817
